HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH or
9017.90,- Parts and accessories,
,,RVC40
,"Instruments and appliances used in medical,",
,"surgical, dental or veterinary sciences,",
,,CTH or
90.18,"including scintigraphic apparatus, other",
,,RVC40
,electro-medical apparatus and sight-testing,
,instruments,
,Mechano-therapy appliances; massage,
,apparatus; psychological aptitude-testing,
,,CTH or
90.19,"apparatus; ozone therapy, oxygen therapy,",
,,RVC40
,"aerosol therapy, artificial respiration or other",
,therapeutic respiration apparatus,
,"Other breathing appliances and gas masks,",
,,CTH or
90.20 9020.00,excluding protective masks having neither,
,,RVC40
,mechanical parts nor replaceable filters,
,"Orthopaedic appliances, including crutches,",
,surgical belts and trusses; splints and other,
,fracture appliances; artificial parts of the,CTH or
90.21,,
,body; hearing aids and other appliances,RVC40
,"which are worn or carried, or implanted in the",
,"body, to compensate for a defect or disability",
,Apparatus based on the use of X-rays or of,
,"alpha, beta or gamma radiations, whether or",
,"not for medical, surgical, dental or veterinary",
,"uses, including radiography or radiotherapy",
90.22,,
,"apparatus, X-ray tubes and other X-ray",
,"generators, high tension generators, control",
,"panels and desks, screens, examination or",
,"treatment tables, chairs and the like",
,"- Apparatus based on the use of X-rays,",
,"whether or not for medical, surgical, dental or",
,,
,"veterinary uses, including radiography or",
,radiotherapy apparatus,
,,CTSH or
9022.12,-- Computed tomography apparatus,
,,RVC40
,,CTSH or
9022.13,"-- Other, for dental uses",
,,RVC40
,"-- Other, for medical, surgical or veterinary",CTSH or
9022.14,,
,uses,RVC40
,,CTSH or
9022.19,-- For other uses,
,,RVC40
,"- Apparatus based on the use of alpha, beta",
,"or gamma radiations, whether or not for",
,"medical, surgical, dental or veterinary uses,",
