HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH or
2916.34,-- Phenylacetic acid and its salts,
,,RVC40
,,CTSH or
2916.39,-- Other,
,,RVC40
,"Polycarboxylic acids, their anhydrides,",
,"halides, peroxides and peroxyacids; their",
29.17,,
,"halogenated, sulphonated, nitrated or",
,nitrosated derivatives,
,"- Acyclic polycarboxylic acids, their",
,"anhydrides, halides, peroxides, peroxyacids",
,and their derivatives,
,,CTH or
2917.11,"-- Oxalic acid, its salts and esters",
,,RVC40
,,CTSH or
2917.12,"-- Adipic acid, its salts and esters",
,,RVC40
,"-- Azelaic acid, sebacic acid, their salts and",CTH or
2917.13,,
,esters,RVC40
,,CTH or
2917.14,-- Maleic anhydride,
,,RVC40
,,CTH or
2917.19,-- Other,
,,RVC40
,"- Cyclanic, cyclenic or cycloterpenic",
,"polycarboxylic acids, their anhydrides,",CTH or
2917.20,,
,"halides, peroxides, peroxyacids and their",RVC40
,derivatives,
,"- Aromatic polycarboxylic acids, their",
,"anhydrides, halides, peroxides, peroxyacids",
,and their derivatives,
,,CTH or
2917.32,-- Dioctyl orthophthalates,
,,RVC40
,,CTH or
2917.33,-- Dinonyl or didecyl orthophthalates,
,,RVC40
,,CTH or
2917.34,-- Other esters of orthophthalic acid,
,,RVC40
,,CTH or
2917.35,-- Phthalic anhydride,
,,RVC40
,,CTSH or
2917.36,-- Terephthalic acid and its salts,
,,RVC40
,,CTH or
2917.37,-- Dimethyl terephthalate,
,,RVC40
,,CTH or
2917.39,-- Other,
,,RVC40
,Carboxylic acids with additional oxygen,
29.18,"function and their anhydrides, halides,",
,peroxides and peroxyacids; their,
