HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,"frit and other glass, in the form of powder,",
,granules or flakes,
,Paints and varnishes (including enamels and,
,lacquers) based on synthetic polymers or,
,"chemically modified natural polymers,",CTH or
32.08,,
,dispersed or dissolved in a non-aqueous,RVC40
,medium; solutions as defined in Note 4 to this,
,Chapter,
,Paints and varnishes (including enamels and,
,lacquers) based on synthetic polymers or,
,,CTH or
32.09,"chemically modified natural polymers,",
,,RVC40
,dispersed or dissolved in an aqueous,
,medium,
,Other paints and varnishes (including,
,"enamels, lacquers and distempers);",CTH or
32.10 3210.00,,
,prepared water pigments of a kind used for,RVC40
,finishing leather,
,,CTH or
32.11 3211.00,Prepared driers,
,,RVC40
,Pigments (including metallic powders and,
,"flakes) dispersed in non-aqueous media, in",
,"liquid or paste form, of a kind used in the",
,,CTH or
32.12,manufacture of paints (including enamels);,
,,RVC40
,stamping foils; dyes and other colouring,
,matter put up in forms or packings for retail,
,sale,
,"Artists’, students’ or signboard painters’",
,"colours, modifying tints, amusement colours",CTH or
32.13,,
,"and the like, in tablets, tubes, jars, bottles,",RVC40
,pans or in similar forms or packings,
,"Glaziers’ putty, grafting putty, resin cements,",
,caulking compounds and other mastics;,
,,CTH or
32.14,painters’ fillings; non-refractory surfacing,
,,RVC40
,"preparations for façades, indoor walls, floors,",
,ceilings or the like,
,"Printing ink, writing or drawing ink and other",CTH or
32.15,,
,"inks, whether or not concentrated or solid",RVC40
,CHAPTER 33: ESSENTIAL OILS AND,
,,CTH or
33,"RESINOIDS; PERFUMERY, COSMETIC",
,,RVC40
,OR TOILET PREPARATIONS,
,"CHAPTER 34: SOAP, ORGANIC",
,"SURFACE-ACTIVE AGENTS, WASHING",
34,"PREPARATIONS, LUBRICATING",
,"PREPARATIONS, ARTIFICIAL WAXES,",
,"PREPARED WAXES, POLISHING OR",
