HS Code (HS 2012),Unnamed: 0,Unnamed: 1,Unnamed: 2,Product-
,,Product Description,,
Chapter Heading Subheading,,,,Specific Rule
,,,,CTSH or
2849.20,- Of silicon,,,
,,,,RVC40
,,,,CTH or
2849.90,- Other,,,
,,,,RVC40
,"Hydrides,","nitrides, azides, silicides and",,
,"borides, whether or not chemically defined,",,,CTH or
28.50 2850.00,,,,
,other than,compounds which are also,,RVC40
,carbides of heading 28.49,,,
,"Inorganic or organic compounds of mercury,",,,
,,,,CTH or
28.52,"whether or not chemically defined, excluding",,,
,,,,RVC40
,amalgams,,,
,Other inorganic,compounds (including,,
,distilled or conductivity water and water of,,,
,similar purity); liquid air (whether or not rare,,,CTH or
28.53 2853.00,,,,
,gases have been removed); compressed air;,,,RVC40
,"amalgams, other than amalgams of precious",,,
,metals,,,
29,CHAPTER 29: ORGANIC CHEMICALS,,,
,,,,"CTH,"
29.01,Acyclic hydrocarbons,,,"RVC40, or"
,,,,CR
,,,,"CTH,"
29.02,Cyclic hydrocarbons,,,"RVC40, or"
,,,,CR
29.03,Halogenated derivatives of hydrocarbons,,,
,- Saturated chlorinated derivatives of acyclic,,,
,,,,
,hydrocarbons,,,
,-- Chloromethane,(methyl chloride) and,,CTH or
2903.11,,,,
,chloroethane (ethyl chloride),,,RVC40
,,,,CTH or
2903.12,-- Dichloromethane (methylene chloride),,,
,,,,RVC40
,,,,CTH or
2903.13,-- Chloroform (trichloromethane),,,
,,,,RVC40
,,,,CTH or
2903.14,-- Carbon tetrachloride,,,
,,,,RVC40
,-- Ethylene,"dichloride (ISO) (1,2-",,CTSH or
2903.15,,,,
,dichloroethane),,,RVC40
,,,,CTH or
2903.19,-- Other,,,
,,,,RVC40
,- Unsaturated,chlorinated derivatives of,,
,,,,
,acyclic hydrocarbons,,,
,,,,CTSH or
2903.21,-- Vinyl chloride (chloroethylene),,,
,,,,RVC40
