HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,"purposes (for example, planed, grained or",
,polished),
,Printing machinery used for printing by,
,"means of plates, cylinders and other printing",
,"components of heading 84.42; other printers,",
84.43,,
,"copying machines and facsimile machines,",
,whether or not combined; parts and,
,accessories thereof,
,- Printing machinery used for printing by,
,"means of plates, cylinders and other printing",
,components of heading 84.42,
,,CTSH or
8443.11,"-- Offset printing machinery, reel-fed",
,,RVC40
,"-- Offset printing machinery, sheet-fed, office",
,type (using sheets with one side not,CTSH or
8443.12,,
,exceeding 22 cm and the other side not,RVC40
,exceeding 36 cm in the unfolded state),
,,CTSH or
8443.13,-- Other offset printing machinery,
,,RVC40
,"-- Letterpress printing machinery, reel fed,",CTSH or
8443.14,,
,excluding flexographic printing,RVC40
,"-- Letterpress printing machinery, other than",CTSH or
8443.15,,
,"reel fed, excluding flexographic printing",RVC40
,,CTSH or
8443.16,-- Flexographic printing machinery,
,,RVC40
,,CTSH or
8443.17,-- Gravure printing machinery,
,,RVC40
,,CTSH or
8443.19,-- Other,
,,RVC40
,"- Other printers, copying machines and",
,"facsimile machines, whether or not",
,combined,
,-- Machines which perform two or more of the,
,"functions of printing, copying or facsimile",
,,CTSH or
8443.31,"transmission, capable of connecting to an",
,,RVC40
,automatic data processing machine or to a,
,network,
,"-- Other, capable of connecting to an",
,,CTSH or
8443.32,automatic data processing machine or to a,
,,RVC40
,network,
,,CTSH or
8443.39,-- Other,
,,RVC40
,- Parts and accessories,
,-- Parts and accessories of printing,CTH or
8443.91,,
,machinery used for printing by means of,RVC40
