HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH or
2835.22,-- Of mono- or disodium,
,,RVC40
,,CTH or
2835.24,-- Of potassium,
,,RVC40
,-- Calcium hydrogenorthophosphate,CTH or
2835.25,,
,(“dicalcium phosphate”),RVC40
,,CTSH or
2835.26,-- Other phosphates of calcium,
,,RVC40
,,CTH or
2835.29,-- Other,
,,RVC40
,- Polyphosphates,
,-- Sodium triphosphate (sodium,CTH or
2835.31,,
,tripolyphosphate),RVC40
,,CTSH or
2835.39,-- Other,
,,RVC40
,Carbonates; peroxocarbonates,
28.36,(percarbonates); commercial ammonium,
,carbonate containing ammonium carbamate,
,,CTH or
2836.20,- Disodium carbonate,
,,RVC40
,- Sodium hydrogencarbonate (sodium,CTSH or
2836.30,,
,bicarbonate),RVC40
,,CTH or
2836.40,- Potassium carbonates,
,,RVC40
,,CTH or
2836.50,- Calcium carbonate,
,,RVC40
,,CTH or
2836.60,- Barium carbonate,
,,RVC40
,- Other,
,,CTSH or
2836.91,-- Lithium carbonates,
,,RVC40
,,CTH or
2836.92,-- Strontium carbonate,
,,RVC40
,,CTSH or
2836.99,-- Other,
,,RVC40
,"Cyanides, cyanide oxides and complex",CTH or
28.37,,
,cyanides,RVC40
28.39,Silicates; commercial alkali metal silicates,
,- Of sodium,
,,CTH or
2839.11,-- Sodium metasilicates,
,,RVC40
,,CTSH or
2839.19,-- Other,
,,RVC40
