HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH or
2922.42,-- Glutamic acid and its salts,
,,RVC40
,,CTH or
2922.43,-- Anthranilic acid and its salts,
,,RVC40
,,CTH or
2922.44,-- Tilidine (INN) and its salts,
,,RVC40
,,CTSH or
2922.49,-- Other,
,,RVC40
,"- Amino-alcohol-phenols, amino-acid-",
,,CTH or
2922.50,phenols and other amino-compounds with,
,,RVC40
,oxygen function,
,Quaternary ammonium salts and hydroxides;,
,,CTH or
29.23,"lecithins and other phosphoaminolipids,",
,,RVC40
,whether or not chemically defined,
,Carboxyamide-function compounds; amide-,CTH or
29.24,,
,function compounds of carbonic acid,RVC40
,Carboxyimide-function compounds,
,,CTH or
29.25,(including saccharin and its salts) and imine-,
,,RVC40
,function compounds,
,,CTH or
29.26,Nitrile-function compounds,
,,RVC40
,,CTH or
29.27 2927.00,"Diazo-, azo- or azoxy-compounds",
,,RVC40
,Organic derivatives of hydrazine or of,CTH or
29.28 2928.00,,
,hydroxylamine,RVC40
,,CTSH or
29.29,Compounds with other nitrogen function,
,,RVC40
,,CTH or
29.30,Organo-sulphur compounds,
,,RVC40
,,CTH or
29.31,Other organo-inorganic compounds,
,,RVC40
,Heterocyclic compounds with oxygen hetero-,
29.32,,
,atom(s) only,
,- Compounds containing an unfused furan,
,ring (whether or not hydrogenated) in the,
,structure,
,,CTH or
2932.11,-- Tetrahydrofuran,
,,RVC40
,,CTH or
2932.12,-- 2-Furaldehyde (furfuraldehyde),
,,RVC40
,-- Furfuryl alcohol and tetrahydrofurfuryl,CTH or
2932.13,,
,alcohol,RVC40
,,CTH or
2932.19,-- Other,
,,RVC40
