HS Code (HS 2012),Unnamed: 0,Unnamed: 1,Product-
,,Product Description,
Chapter Heading Subheading,,,Specific Rule
,,,headings
,,,55.09 to
,,,55.11
5516.22,-- Dyed,,CTH
,,,CTH except
,,,from
5516.23,-- Of yarns of different colours,,headings
,,,55.09 to
,,,55.11
5516.24,-- Printed,,CTH
,- Containing less than 85 % by weight of,,
,"artificial staple fibres, mixed mainly or solely",,
,with wool or fine animal hair,,
,,,CTH except
,,,from
5516.31,-- Unbleached or bleached,,headings
,,,55.09 to
,,,55.11
5516.32,-- Dyed,,CTH
,,,CTH except
,,,from
5516.33,-- Of yarns of different colours,,headings
,,,55.09 to
,,,55.11
5516.34,-- Printed,,CTH
,- Containing less than 85 % by weight of,,
,"artificial staple fibres, mixed mainly or solely",,
,with cotton,,
,,,CTH except
,,,from
5516.41,-- Unbleached or bleached,,headings
,,,55.09 to
,,,55.11
5516.42,-- Dyed,,CTH
,,,CTH except
,,,from
5516.43,-- Of yarns of different colours,,headings
,,,55.09 to
,,,55.11
5516.44,-- Printed,,CTH
,- Other,,
,,,CTH except
5516.91,-- Unbleached or bleached,,from
,,,headings
