HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH except
,,from
,-- Other woven fabrics of polyester staple,
5513.13,,headings
,fibres,
,,55.09 to
,,55.11
,,CTH except
,,from
5513.19,-- Other woven fabrics,headings
,,55.09 to
,,55.11
,- Dyed,
5513.21,"-- Of polyester staple fibres, plain weave",CTH
,-- Other woven fabrics of polyester staple,
5513.23,,CTH
,fibres,
5513.29,-- Other woven fabrics,CTH
,- Of yarns of different colours,
,,CTH except
,,from
5513.31,"-- Of polyester staple fibres, plain weave",headings
,,55.09 to
,,55.11
,,CTH except
,,from
5513.39,-- Other woven fabrics,headings
,,55.09 to
,,55.11
,- Printed,
5513.41,"-- Of polyester staple fibres, plain weave",CTH
5513.49,-- Other woven fabrics,CTH
,"Woven fabrics of synthetic staple fibres,",
,containing less than 85 % by weight of such,
55.14,,
,"fibres, mixed mainly or solely with cotton, of",
,a weight exceeding 170 g/m2,
,- Unbleached or bleached,
,,CTH except
,,from
5514.11,"-- Of polyester staple fibres, plain weave",headings
,,55.09 to
,,55.11
,,CTH except
,,from
,"-- 3-thread or 4-thread twill, including cross",
5514.12,,headings
,"twill, of polyester staple fibres",
,,55.09 to
,,55.11
