HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH or
2903.22,-- Trichloroethylene,
,,RVC40
,,CTH or
2903.23,-- Tetrachloroethylene (perchloroethylene),
,,RVC40
,,CTH or
2903.29,-- Other,
,,RVC40
,"- Fluorinated, brominated or iodinated",
,,
,derivatives of acyclic hydrocarbons,
,"-- Ethylene dibromide (ISO) (1,2-",CTH or
2903.31,,
,dibromoethane),RVC40
,,CTSH or
2903.39,-- Other,
,,RVC40
,- Halogenated derivatives of acyclic,
,hydrocarbons containing two or more,
,different halogens,
,,CTH or
2903.71,-- Chlorodifluoromethane,
,,RVC40
,,CTH or
2903.72,-- Dichlorotrifluoroethanes,
,,RVC40
,,CTH or
2903.73,-- Dichlorofluoroethanes,
,,RVC40
,,CTH or
2903.74,-- Chlorodifluoroethanes,
,,RVC40
,,CTH or
2903.75,-- Dichloropentafluoropropanes,
,,RVC40
,"-- Bromochlorodifluoromethane,",
,,CTH or
2903.76,bromotrifluoromethane and,
,,RVC40
,dibromotetrafluoroethanes,
,"-- Other, perhalogenated only with fluorine",CTSH or
2903.77,,
,and chlorine,RVC40
,,CTH or
2903.78,-- Other perhalogenated derivatives,
,,RVC40
,,CTSH or
2903.79,-- Other,
,,RVC40
,"- Halogenated derivatives of cyclanic,",
,,
,cyclenic or cycloterpenic hydrocarbons,
,"-- 1,2,3,4,5,6-Hexachlorocyclohexane (HCH",CTH or
2903.81,,
,"(ISO)), including lindane (ISO, INN)",RVC40
,"-- Aldrin (ISO), chlordane (ISO) and",CTH or
2903.82,,
,heptachlor (ISO),RVC40
,,CTH or
2903.89,-- Other,
,,RVC40
,- Halogenated derivatives of aromatic,
,,
,hydrocarbons,
