HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,containing added sugar or other sweetening,
,matter,
,- Orange juice,
2009.11,-- Frozen,CC
,"-- Not frozen, of a Brix value not exceeding",
2009.12,,CC
,20,
,,CC or
2009.19,-- Other,
,,RVC40
,- Grapefruit (including pomelo) juice,
2009.21,-- Of a Brix value not exceeding 20,CC
,,CC or
2009.29,-- Other,
,,RVC40
,- Juice of any other single citrus fruit,
,,CC or
2009.31,-- Of a Brix value not exceeding 20,
,,RVC40
2009.39,-- Other,CC
,- Pineapple juice,
,,CC or
2009.41,-- Of a Brix value not exceeding 20,
,,RVC40
,,CC or
2009.49,-- Other,
,,RVC40
,,CC or
2009.50,- Tomato juice,
,,RVC40
,- Grape juice (including grape must),
,,CC or
2009.61,-- Of a Brix value not exceeding 30,
,,RVC40
,,CC or
2009.69,-- Other,
,,RVC40
,- Apple juice,
,,CC or
2009.71,-- Of a Brix value not exceeding 20,
,,RVC40
,,CC or
2009.79,-- Other,
,,RVC40
,- Juice of any other single fruit or vegetable,
,"-- Cranberry (Vaccinium macrocarpon,",
,,CC or
2009.81,"Vaccinium oxycoccos, Vaccinium vitis-idaea)",
,,RVC40
,juice,
,,CC or
2009.89,-- Other,
,,RVC40
,,CC or
2009.90,- Mixtures of juices,
,,RVC40
,CHAPTER 21: MISCELLANEOUS EDIBLE,
21,,
,PREPARATIONS,
