HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,"SCOURING PREPARATIONS, CANDLES",
,"AND SIMILAR ARTICLES, MODELLING",
,"PASTES, “DENTAL WAXES” AND",
,DENTAL PREPARATIONS WITH A BASIS,
,OF PLASTER,
,Soap; organic surface-active products and,
,"preparations for use as soap, in the form of",
,"bars, cakes, moulded pieces or shapes,",
,whether or not containing soap; organic,
,surface-active products and preparations for,CTH or
34.01,,
,"washing the skin, in the form of liquid or",RVC40
,"cream and put up for retail sale, whether or",
,"not containing soap; paper, wadding, felt and",
,"nonwovens, impregnated, coated or covered",
,with soap or detergent,
,Organic surface-active agents (other than,
,"soap); surface-active preparations, washing",
,preparations (including auxiliary washing,
34.02,,
,"preparations) and cleaning preparations,",
,"whether or not containing soap, other than",
,those of heading 34.01,
,"- Organic surface-active agents, whether or",
,,
,not put up for retail sale,
,,CTSH or
3402.11,-- Anionic,
,,RVC40
,,CTSH or
3402.12,-- Cationic,
,,RVC40
,,CTH or
3402.13,-- Non-ionic,
,,RVC40
,,CTSH or
3402.19,-- Other,
,,RVC40
,,CTH or
3402.20,- Preparations put up for retail sale,
,,RVC40
,,CTH or
3402.90,- Other,
,,RVC40
,Lubricating preparations (including cutting-,
,"oil preparations, bolt or nut release",
,"preparations, anti-rust or anti-corrosion",
,preparations and mould release,
,"preparations, based on lubricants) and",CTH or
34.03,,
,preparations of a kind used for the oil or,RVC40
,"grease treatment of textile materials, leather,",
,"furskins or other materials, but excluding",
,"preparations containing, as basic",
,"constituents, 70 % or more by weight of",
