HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,"-- Chlorobenzene, o-dichlorobenzene and p-",CTH or
2903.91,,
,dichlorobenzene,RVC40
,-- Hexachlorobenzene (ISO) and DDT (ISO),
,,CTH or
2903.92,"(clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-",
,,RVC40
,chlorophenyl)ethane),
,,CTH or
2903.99,-- Other,
,,RVC40
,"Sulphonated, nitrated or nitrosated",
,,CTH or
29.04,"derivatives of hydrocarbons, whether or not",
,,RVC40
,halogenated,
,"Acyclic alcohols and their halogenated,",
29.05,"sulphonated, nitrated or nitrosated",
,derivatives,
,- Saturated monohydric alcohols,
,,CTH or
2905.11,-- Methanol (methyl alcohol),
,,RVC40
,-- Propan-1-ol (propyl alcohol) and propan-2-,CTSH or
2905.12,,
,ol (isopropyl alcohol),RVC40
,,CTH or
2905.13,-- Butan-1-ol (n-butyl alcohol),
,,RVC40
,,CTH or
2905.14,-- Other butanols,
,,RVC40
,,CTSH or
2905.16,-- Octanol (octyl alcohol) and isomers thereof,
,,RVC40
,"-- Dodecan-1-ol (lauryl alcohol), hexadecan-",
,,CTSH or
2905.17,1-ol (cetyl alcohol) and octadecan-1-ol,
,,RVC40
,(stearyl alcohol),
,,CTH or
2905.19,-- Other,
,,RVC40
,- Unsaturated monohydric alcohols,
,,CTH or
2905.22,-- Acyclic terpene alcohols,
,,RVC40
,,CTH or
2905.29,-- Other,
,,RVC40
,- Diols,
,,CTH or
2905.31,-- Ethylene glycol (ethanediol),
,,RVC40
,,CTSH or
2905.32,"-- Propylene glycol (propane-1,2-diol)",
,,RVC40
,,CTH or
2905.39,-- Other,
,,RVC40
,- Other polyhydric alcohols,
,"-- 2-Ethyl-2-(hydroxymethyl)propane-1,3-diol",CTH or
2905.41,,
,(trimethylolpropane),RVC40
