HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH except
,"- Kraft paper, creped or crinkled, whether or",from heading
4808.40,,
,not embossed or perforated,"48.04, or"
,,RVC40
,,CTH or
4808.90,- Other,
,,RVC40
,"Carbon paper, self-copy paper and other",
,copying or transfer papers (including coated,
,,CTH or
48.09,or impregnated paper for duplicator stencils,
,,RVC40
,"or offset plates), whether or not printed, in",
,rolls or sheets,
,"Paper and paperboard, coated on one or",
,both sides with kaolin (China clay) or other,
,"inorganic substances, with or without a",
,,CTH or
48.10,"binder, and with no other coating, whether or",
,,RVC40
,"not surface-coloured, surface-decorated or",
,"printed, in rolls or rectangular (including",
,"square) sheets, of any size",
,"Paper, paperboard, cellulose wadding and",
,"webs of cellulose fibres, coated,",
,"impregnated, covered, surface-coloured,",
,,CTH or
48.11,"surface-decorated or printed, in rolls or",
,,RVC40
,"rectangular (including square) sheets, of any",
,"size, other than goods of the kind described",
,"in heading 48.03, 48.09 or 48.10",
,,CTH or
48.12 4812.00,"Filter blocks, slabs and plates, of paper pulp",
,,RVC40
,"Cigarette paper, whether or not cut to size or",CTH or
48.13,,
,in the form of booklets or tubes,RVC40
,Wallpaper and similar wall coverings;,CTH or
48.14,,
,window transparencies of paper,RVC40
,"Carbon paper, self-copy paper and other",
,,CTH except
,copying or transfer papers (other than those,
,,from heading
48.16,"of heading 48.09), duplicator stencils and",
,,"48.09, or"
,"offset plates, of paper, whether or not put up",
,,RVC40
,in boxes,
,"Envelopes, letter cards, plain postcards and",
,"correspondence cards, of paper or",
,"paperboard; boxes, pouches, wallets and",CTH or
48.17,,
,"writing compendiums, of paper or",RVC40
,"paperboard, containing an assortment of",
,paper stationery,
,"Toilet paper and similar paper, cellulose",
,,CTH or
48.18,"wadding or webs of cellulose fibres, of a kind",
,,RVC40
,"used for household or sanitary purposes, in",
